OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Boston Celtics,22500493,1610612746,LA,Clippers,LAC,clippers,140:14,28,58,0.483,10,28,0.357,12,12,1.0,3,10,13,21,4,1,4,8,78,Starters,618.3,123.7,793.5,158.7,-175.2,-35.0,0.619,2.6,20.0,0.256,0.545,0.402,10.753,10.8,0.589,0.629,1.0,0.962,18.5,92.5,77.08,93.0,0.413,22025,1610612746,LAC,LA Clippers,0022500493,2026-01-03,LAC vs. BOS,L,241,115,42,84,0.5,15,38,0.395,16,17,0.941,8,22,30,26,4,4,9,15,-31.0
Golden State Warriors,22500508,1610612746,LA,Clippers,LAC,clippers,179:07,32,63,0.508,7,19,0.368,17,19,0.895,5,32,37,18,2,7,17,16,88,Starters,530.9,106.2,520.4,104.1,10.5,2.1,0.676,1.25,18.9,0.244,0.721,0.529,20.619,20.6,0.545,0.597,1.0,0.991,19.5,97.5,81.25,97.0,0.509,22025,1610612746,LAC,LA Clippers,0022500508,2026-01-05,LAC vs. GSW,W,240,103,37,77,0.481,10,29,0.345,19,21,0.905,6,42,48,25,5,9,20,21,1.0
New York Knicks,22500522,1610612746,LA,Clippers,LAC,clippers,169:32,36,69,0.522,11,25,0.44,12,13,0.923,14,17,31,16,5,2,9,13,95,Starters,603.3,120.7,654.3,130.9,-51.0,-10.2,0.525,2.1,16.0,0.34,0.529,0.433,10.87,10.9,0.516,0.553,1.0,1.0,18.6,93.0,77.5,92.0,0.429,22025,1610612746,LAC,LA Clippers,0022500522,2026-01-07,LAC @ NYK,L,242,111,40,92,0.435,15,42,0.357,16,19,0.842,15,25,40,21,7,5,10,16,-12.0
Brooklyn Nets,22500535,1610612746,LA,Clippers,LAC,clippers,136:13,31,48,0.646,10,15,0.667,15,16,0.938,3,17,20,20,6,6,14,8,87,Starters,650.5,130.1,564.5,112.9,86.0,17.2,0.622,1.75,21.5,0.313,0.574,0.484,17.204,17.2,0.684,0.717,1.0,0.971,18.6,93.0,77.5,93.0,0.616,22025,1610612746,LAC,LA Clippers,0022500535,2026-01-09,LAC @ BKN,W,239,121,45,76,0.592,14,24,0.583,17,19,0.895,6,31,37,28,9,8,15,13,16.0
Detroit Pistons,22500544,1610612746,LA,Clippers,LAC,clippers,175:32,28,59,0.475,10,23,0.435,23,32,0.719,8,21,29,16,16,6,16,10,89,Starters,490.0,98.0,460.0,92.0,30.0,6.0,0.548,0.77,13.3,0.261,0.585,0.434,22.0,22.0,0.507,0.558,1.0,0.982,20.0,100.0,83.33,100.0,0.532,22025,1610612746,LAC,LA Clippers,0022500544,2026-01-10,LAC @ DET,W,239,98,31,72,0.431,11,31,0.355,25,36,0.694,8,29,37,17,18,6,21,17,6.0
Charlotte Hornets,22500563,1610612746,LA,Clippers,LAC,clippers,146:11,27,63,0.429,9,28,0.321,16,19,0.842,7,20,27,16,4,0,3,9,79,Starters,622.3,124.5,579.8,116.0,42.6,8.5,0.537,4.4,17.2,0.226,0.681,0.44,5.319,5.3,0.543,0.578,1.0,0.991,18.8,94.0,78.33,94.0,0.494,22025,1610612746,LAC,LA Clippers,0022500563,2026-01-12,LAC vs. CHA,W,239,117,41,92,0.446,18,49,0.367,17,21,0.81,9,28,37,22,7,0,5,15,8.0
Washington Wizards,22500577,1610612746,LA,Clippers,LAC,clippers,136:34,23,58,0.397,11,29,0.379,24,24,1.0,4,11,15,16,7,1,3,6,81,Starters,619.8,124.0,541.2,108.2,78.6,15.7,0.641,2.5,19.1,0.227,0.725,0.495,10.417,10.4,0.554,0.627,1.0,0.972,19.3,96.5,80.42,96.0,0.577,22025,1610612746,LAC,LA Clippers,0022500577,2026-01-14,LAC vs. WAS,W,241,119,39,83,0.47,14,37,0.378,27,27,1.0,7,33,40,25,9,5,8,14,14.0
Toronto Raptors,22500590,1610612746,LA,Clippers,LAC,clippers,157:09,25,52,0.481,7,23,0.304,18,21,0.857,4,20,24,16,8,2,12,14,75,Starters,576.2,115.2,568.0,113.6,8.2,1.6,0.61,1.56,18.0,0.22,0.714,0.489,15.238,15.2,0.601,0.656,1.0,0.956,18.84,94.19,78.49,105.0,0.547,22025,1610612746,LAC,LA Clippers,0022500590,2026-01-16,LAC @ TOR,W,266,121,41,79,0.519,13,36,0.361,26,30,0.867,6,30,36,25,12,3,16,19,4.0
Washington Wizards,22500608,1610612746,LA,Clippers,LAC,clippers,154:45,27,51,0.529,4,15,0.267,21,24,0.875,7,24,31,15,3,4,12,9,79,Starters,561.2,112.2,535.4,107.1,25.9,5.2,0.556,1.25,15.2,0.304,0.585,0.455,16.327,16.3,0.494,0.581,1.0,0.991,19.7,98.5,82.08,98.0,0.545,22025,1610612746,LAC,LA Clippers,0022500608,2026-01-19,LAC @ WAS,W,240,110,36,78,0.462,5,28,0.179,33,38,0.868,12,31,43,20,12,6,16,16,4.0
Chicago Bulls,22500614,1610612746,LA,Clippers,LAC,clippers,127:25,28,59,0.475,9,18,0.5,6,7,0.857,6,17,23,17,1,1,7,7,71,Starters,539.2,107.8,663.5,132.7,-124.2,-24.8,0.558,1.5,17.3,0.26,0.744,0.484,15.686,15.7,0.522,0.553,1.0,1.0,20.6,103.0,85.83,102.0,0.376,22025,1610612746,LAC,LA Clippers,0022500614,2026-01-20,LAC @ CHI,L,240,110,43,92,0.467,10,30,0.333,14,17,0.824,11,30,41,24,6,5,16,13,-28.0
