OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Brooklyn Nets,22500329,1610612741,Chicago,Bulls,CHI,bulls,166:34,29,65,0.446,5,20,0.25,16,21,0.762,7,23,30,16,9,1,14,8,79,Starters,509.9,102.0,559.4,111.9,-49.5,-9.9,0.526,1.25,14.5,0.309,0.767,0.51,15.842,15.8,0.461,0.51,1.0,0.983,20.2,101.0,84.17,101.0,0.431,22025,1610612741,CHI,Chicago Bulls,0022500329,2025-12-03,CHI vs. BKN,L,239,103,38,90,0.422,7,30,0.233,20,25,0.8,11,31,42,20,14,1,16,15,-10.0
Indiana Pacers,22500345,1610612741,Chicago,Bulls,CHI,bulls,142:59,18,42,0.429,5,16,0.313,22,25,0.88,4,26,30,17,3,1,13,6,63,Starters,519.8,104.0,606.1,121.2,-86.3,-17.3,0.618,1.11,15.3,0.326,0.854,0.575,18.812,18.8,0.526,0.585,1.0,0.94,20.0,100.0,83.33,101.0,0.446,22025,1610612741,CHI,Chicago Bulls,0022500345,2025-12-05,CHI vs. IND,L,240,105,34,77,0.442,13,35,0.371,24,29,0.828,11,35,46,21,7,2,18,15,-15.0
Golden State Warriors,22500361,1610612741,Chicago,Bulls,CHI,bulls,135:46,21,56,0.375,6,24,0.25,11,14,0.786,4,13,17,15,5,3,13,10,59,Starters,478.9,95.8,654.3,130.9,-175.3,-35.1,0.75,1.6,17.6,0.328,0.563,0.434,15.789,15.8,0.421,0.467,1.0,1.0,18.9,94.5,78.75,95.0,0.362,22025,1610612741,CHI,Chicago Bulls,0022500361,2025-12-07,CHI vs. GSW,L,240,91,32,89,0.36,11,40,0.275,16,19,0.842,15,23,38,24,12,4,15,15,-32.0
Charlotte Hornets,22501209,1610612741,Chicago,Bulls,CHI,bulls,135:22,34,59,0.576,4,14,0.286,12,15,0.8,2,16,18,19,1,3,6,9,84,Starters,632.4,126.5,623.8,124.8,8.6,1.7,0.558,2.42,20.0,0.349,0.787,0.578,11.765,11.8,0.606,0.63,1.0,0.974,20.3,101.5,84.58,102.0,0.538,22025,1610612741,CHI,Chicago Bulls,0022501209,2025-12-12,CHI @ CHA,W,241,129,52,94,0.553,10,28,0.357,15,19,0.789,11,33,44,29,3,6,11,11,3.0
New Orleans Pelicans,22501223,1610612741,Chicago,Bulls,CHI,bulls,130:25,22,59,0.373,6,30,0.2,7,7,1.0,9,20,29,18,3,0,6,13,57,Starters,514.9,103.0,564.4,112.9,-49.5,-9.9,0.684,2.0,18.4,0.259,0.608,0.429,12.871,12.9,0.484,0.523,1.0,0.983,20.2,101.0,84.17,101.0,0.452,22025,1610612741,CHI,Chicago Bulls,0022501223,2025-12-14,CHI vs. NOP,L,240,104,38,92,0.413,13,49,0.265,15,17,0.882,13,30,43,26,10,4,13,24,-10.0
Cleveland Cavaliers,22500367,1610612741,Chicago,Bulls,CHI,bulls,145:58,34,59,0.576,10,22,0.455,11,13,0.846,3,25,28,20,7,3,8,11,89,Starters,593.5,118.7,518.7,103.7,74.8,15.0,0.7,2.19,23.3,0.19,0.787,0.506,14.953,15.0,0.64,0.655,1.0,0.974,21.4,107.0,89.17,107.0,0.589,22025,1610612741,CHI,Chicago Bulls,0022500367,2025-12-17,CHI vs. CLE,W,240,127,50,89,0.562,14,36,0.389,13,18,0.722,6,37,43,35,12,3,15,17,16.0
Cleveland Cavaliers,22500384,1610612741,Chicago,Bulls,CHI,bulls,144:44,33,66,0.5,9,27,0.333,6,8,0.75,10,24,34,19,7,5,6,8,81,Starters,635.5,127.1,584.1,116.8,51.4,10.3,0.642,2.83,21.9,0.294,0.673,0.491,11.215,11.2,0.608,0.626,1.0,0.992,21.4,107.0,89.17,107.0,0.558,22025,1610612741,CHI,Chicago Bulls,0022500384,2025-12-19,CHI @ CLE,W,240,136,53,102,0.52,18,47,0.383,12,15,0.8,13,35,48,34,12,5,12,14,11.0
Atlanta Hawks,22500396,1610612741,Chicago,Bulls,CHI,bulls,140:40,33,55,0.6,15,30,0.5,14,23,0.609,3,17,20,24,8,2,5,14,95,Starters,703.7,140.7,694.4,138.9,9.3,1.9,0.774,3.42,24.8,0.34,0.694,0.521,11.111,11.1,0.685,0.696,1.0,0.976,21.6,108.0,90.0,108.0,0.52,22025,1610612741,CHI,Chicago Bulls,0022500396,2025-12-21,CHI @ ATL,W,240,152,53,92,0.576,20,42,0.476,26,39,0.667,11,29,40,41,9,3,11,21,2.0
Atlanta Hawks,22500411,1610612741,Chicago,Bulls,CHI,bulls,138:42,32,58,0.552,11,26,0.423,12,15,0.8,4,21,25,24,3,4,14,11,87,Starters,583.3,116.7,574.8,115.0,8.6,1.7,0.761,2.19,22.0,0.32,0.788,0.559,14.815,14.8,0.577,0.61,1.0,0.96,21.5,107.5,89.58,108.0,0.517,22025,1610612741,CHI,Chicago Bulls,0022500411,2025-12-23,CHI @ ATL,W,240,126,46,91,0.505,13,39,0.333,21,28,0.75,9,39,48,35,4,5,16,18,3.0
Philadelphia 76ers,22500427,1610612741,Chicago,Bulls,CHI,bulls,127:45,16,46,0.348,7,22,0.318,11,12,0.917,5,24,29,20,1,4,9,10,50,Starters,550.5,110.1,525.8,105.2,24.7,4.9,0.816,2.58,21.5,0.288,0.724,0.518,12.121,12.1,0.523,0.562,1.0,0.965,19.6,98.0,81.67,99.0,0.567,22025,1610612741,CHI,Chicago Bulls,0022500427,2025-12-26,CHI vs. PHI,W,240,109,38,86,0.442,14,41,0.341,19,25,0.76,12,40,52,31,3,6,11,18,7.0
