OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Golden State Warriors,22500333,1610612755,Philadelphia,76ers,PHI,sixers,162:14,30,67,0.448,6,26,0.231,9,10,0.9,8,26,34,19,7,5,13,10,75,Starters,510.3,102.1,500.0,100.0,10.3,2.1,0.59,1.21,17.0,0.313,0.709,0.524,19.588,19.6,0.518,0.543,1.0,0.982,19.5,97.5,81.25,97.0,0.515,22025,1610612755,PHI,Philadelphia 76ers,0022500333,2025-12-04,PHI vs. GSW,W,240,99,39,85,0.459,10,37,0.27,11,14,0.786,11,36,47,23,8,7,19,14,1.0
Milwaukee Bucks,22500348,1610612755,Philadelphia,76ers,PHI,sixers,135:48,19,47,0.404,4,17,0.235,13,14,0.929,7,16,23,14,8,1,6,14,55,Starters,580.0,116.0,510.1,102.0,69.9,14.0,0.641,1.67,18.1,0.298,0.795,0.538,15.0,15.0,0.552,0.606,1.0,0.956,19.9,99.5,82.92,100.0,0.554,22025,1610612755,PHI,Philadelphia 76ers,0022500348,2025-12-05,PHI @ MIL,W,240,116,39,86,0.453,17,43,0.395,21,22,0.955,11,31,42,25,12,1,12,24,15.0
Los Angeles Lakers,22500362,1610612755,Philadelphia,76ers,PHI,sixers,162:53,25,73,0.342,9,22,0.409,19,20,0.95,6,23,29,17,5,3,6,13,78,Starters,545.5,109.1,565.7,113.1,-20.2,-4.0,0.583,3.5,14.6,0.353,0.809,0.539,6.061,6.1,0.417,0.476,1.0,0.976,19.8,99.0,82.5,99.0,0.458,22025,1610612755,PHI,Philadelphia 76ers,0022500362,2025-12-07,PHI vs. LAL,L,240,108,36,102,0.353,13,36,0.361,23,26,0.885,17,37,54,21,5,4,6,17,-4.0
Indiana Pacers,22501211,1610612755,Philadelphia,76ers,PHI,sixers,177:45,33,67,0.493,11,29,0.379,27,35,0.771,5,31,36,18,5,2,8,11,104,Starters,586.7,117.3,530.3,106.1,56.4,11.3,0.629,1.69,16.3,0.306,0.733,0.541,13.265,13.3,0.519,0.587,1.0,0.973,19.7,98.5,82.08,98.0,0.552,22025,1610612755,PHI,Philadelphia 76ers,0022501211,2025-12-12,PHI vs. IND,W,240,115,35,79,0.443,12,37,0.324,33,43,0.767,11,39,50,22,6,4,12,19,10.0
Atlanta Hawks,22501217,1610612755,Philadelphia,76ers,PHI,sixers,167:59,36,82,0.439,17,34,0.5,19,21,0.905,10,23,33,14,5,5,10,9,108,Starters,562.5,112.5,582.5,116.5,-20.0,-4.0,0.658,2.08,16.4,0.369,0.596,0.475,11.538,11.5,0.46,0.514,1.0,0.976,20.7,103.5,86.25,104.0,0.485,22025,1610612755,PHI,Philadelphia 76ers,0022501217,2025-12-14,PHI @ ATL,L,240,117,38,101,0.376,17,41,0.415,24,29,0.828,21,33,54,25,10,10,11,15,-3.0
New York Knicks,22500382,1610612755,Philadelphia,76ers,PHI,sixers,158:53,32,66,0.485,13,29,0.448,8,8,1.0,8,20,28,19,4,3,6,15,85,Starters,610.5,122.1,563.2,112.6,47.4,9.5,0.525,1.91,16.3,0.28,0.549,0.416,11.579,11.6,0.551,0.596,1.0,0.991,19.0,95.0,79.17,95.0,0.505,22025,1610612755,PHI,Philadelphia 76ers,0022500382,2025-12-19,PHI @ NYK,W,241,116,40,88,0.455,17,41,0.415,19,21,0.905,10,26,36,21,7,8,10,24,9.0
Dallas Mavericks,22500387,1610612755,Philadelphia,76ers,PHI,sixers,153:38,38,79,0.481,10,31,0.323,11,16,0.688,11,15,26,20,5,1,4,7,97,Starters,581.7,116.3,558.8,111.8,22.9,4.6,0.614,2.7,17.5,0.371,0.763,0.52,9.615,9.6,0.49,0.529,1.0,0.953,20.6,103.0,85.83,104.0,0.503,22025,1610612755,PHI,Philadelphia 76ers,0022500387,2025-12-20,PHI vs. DAL,W,241,121,44,102,0.431,12,40,0.3,21,28,0.75,20,27,47,27,11,2,8,13,7.0
Brooklyn Nets,22500410,1610612755,Philadelphia,76ers,PHI,sixers,155:52,21,56,0.375,4,18,0.222,28,32,0.875,4,22,26,13,10,4,13,17,74,Starters,535.4,107.1,575.8,115.2,-40.4,-8.1,0.455,0.88,11.2,0.385,0.633,0.505,17.172,17.2,0.451,0.542,1.0,0.958,19.8,99.0,82.5,99.0,0.478,22025,1610612755,PHI,Philadelphia 76ers,0022500410,2025-12-23,PHI vs. BKN,L,240,106,33,81,0.407,7,27,0.259,33,38,0.868,13,30,43,15,12,5,16,26,-8.0
Chicago Bulls,22500427,1610612755,Philadelphia,76ers,PHI,sixers,167:27,30,74,0.405,11,29,0.379,19,20,0.95,9,25,34,19,4,3,7,13,90,Starters,525.8,105.2,550.5,110.1,-24.7,-4.9,0.629,2.44,16.3,0.276,0.712,0.482,9.278,9.3,0.435,0.492,1.0,0.991,19.6,98.0,81.67,97.0,0.433,22025,1610612755,PHI,Philadelphia 76ers,0022500427,2025-12-26,PHI @ CHI,L,240,102,35,93,0.376,11,39,0.282,21,24,0.875,13,33,46,22,7,4,8,20,-7.0
Oklahoma City Thunder,22500442,1610612755,Philadelphia,76ers,PHI,sixers,142:33,20,53,0.377,8,23,0.348,8,11,0.727,6,10,16,15,5,0,16,12,56,Starters,520.0,104.0,638.6,127.7,-118.6,-23.7,0.6,0.91,15.2,0.333,0.643,0.473,23.0,23.0,0.524,0.564,1.0,0.991,20.1,100.5,83.75,100.0,0.346,22025,1610612755,PHI,Philadelphia 76ers,0022500442,2025-12-28,PHI @ OKC,L,239,104,35,83,0.422,17,43,0.395,17,21,0.81,13,25,38,21,5,5,23,22,-25.0
Memphis Grizzlies,22500458,1610612755,Philadelphia,76ers,PHI,sixers,185:37,46,97,0.474,13,34,0.382,17,19,0.895,11,17,28,27,9,3,8,19,122,Starters,626.1,125.2,601.8,120.4,24.4,4.9,0.647,3.67,20.1,0.317,0.636,0.449,8.108,8.1,0.527,0.566,1.0,0.992,20.29,101.43,84.53,111.0,0.481,22025,1610612755,PHI,Philadelphia 76ers,0022500458,2025-12-30,PHI @ MEM,W,266,139,51,111,0.459,15,42,0.357,22,27,0.815,14,27,41,33,14,5,8,23,3.0
Dallas Mavericks,22500473,1610612755,Philadelphia,76ers,PHI,sixers,168:52,38,70,0.543,8,24,0.333,14,16,0.875,3,22,25,20,8,4,10,11,98,Starters,608.9,121.8,524.3,104.9,84.6,16.9,0.458,1.83,16.8,0.186,0.685,0.464,11.881,11.9,0.606,0.634,1.0,0.991,20.4,102.0,85.0,101.0,0.563,22025,1610612755,PHI,Philadelphia 76ers,0022500473,2026-01-01,PHI @ DAL,W,239,123,48,90,0.533,13,36,0.361,14,16,0.875,6,37,43,22,10,7,11,19,15.0
New York Knicks,22500487,1610612755,Philadelphia,76ers,PHI,sixers,160:56,40,66,0.606,13,24,0.542,15,23,0.652,6,24,30,19,3,7,12,16,108,Starters,625.0,125.0,583.3,116.7,41.7,8.3,0.51,1.79,17.6,0.318,0.709,0.535,13.462,13.5,0.639,0.649,1.0,0.966,20.6,103.0,85.83,104.0,0.555,22025,1610612755,PHI,Philadelphia 76ers,0022500487,2026-01-03,PHI @ NYK,W,239,130,49,90,0.544,17,36,0.472,15,23,0.652,9,38,47,25,7,10,13,23,11.0
Denver Nuggets,22500507,1610612755,Philadelphia,76ers,PHI,sixers,172:14,34,77,0.442,13,35,0.371,10,12,0.833,9,19,28,20,8,6,10,9,91,Starters,601.9,120.4,612.7,122.5,-10.8,-2.2,0.609,2.0,18.4,0.375,0.707,0.515,13.592,13.6,0.556,0.583,1.0,0.96,18.57,92.83,77.36,103.0,0.496,22025,1610612755,PHI,Philadelphia 76ers,0022500507,2026-01-05,PHI vs. DEN,L,267,124,46,98,0.469,17,45,0.378,15,19,0.789,14,28,42,28,9,9,14,20,-1.0
